Level_0,Level_1,Level_2,Level_3,Level_4,Level_5,Level_6,Level_7,Type,Column,Expression,Accuracy,Description,Rank,Proximity
Корневой узел,Области знаний,Междисциплинарные знания,Знание проектной деятельности,Сетевые программы проектной деятельности,,,,?,Описание / Description,"""Сетевые программы проектной деятельности"" or ""project-based software""
or
""Разработка совместных проектов с ЦК НТИ""
or
""ЦК НТИ""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Знание проектной деятельности,Устав проекта,,,,?,Описание / Description,"""Устав проекта""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Исследовательская деятельность,,,,,C,Описание / Description,"""Исследовательская деятельность"" or ""research activity"" or ""research activities for students""
or
""научно-Исследовательская деятельность""
or
""Корпусный метод""
or phrase(3,научный, исследование) or  ""research"" or ""исследование"" or  ""research"" or ""исследование"" or  ""research in the humanities"" or ""исследования в гуманитарных науках"" or  ""research in the humanities"" or ""исследования в гуманитарных науках"" or  ""Корпусный метод в гуманитарных исследованиях"" or ""corpus method in the humanities""
or
""Корпусный метод"" or ""corpus method""
or
""Метод корпусов"" or  ""качественное исследование"" or ""qualitative research"" or  ""количественнное исследование"" or ""quantitative reseach"" or  ""Translational research"" or ""междисциплинарное научное исследование""
or phrase(3,междисциплинаный, исследование) or  ""basic science"" or ""Фундаментальная наука"" 
or ""fundamental research"" or  ""Исследовательская деятельность"" or ""research activity"" or ""research activities for students""
or
""научно-Исследовательская деятельность""
or
""Корпусный метод""
or phrase(3,научный, исследование) or  ""research methods"" 
or ""методы исследования"" 
or ""Research-Methods"" 
or phrase(2,singleroot(постановка) or singleroot(формулировать) or singleroot(выдвинуть), гипотеза) 
or ""Study design: планирование исследования и эксперимента""
or snear(3, singleroot(планировать), исследование or эксперимент)
or ""study and research design"" or  ""интервью"" or ""interview"" or  ""фокус-группа"" or ""focus group method"" or ""focus-group method"" or  ""research methods"" 
or phrase(3,метод, исследование) 
or ""Research-Methods"" or  ""моделирование"" or ""modeling"" or  ""наблюдение"" or ""observation"" or  ""опрос"" or ""survey"" or  ""эксперимент"" or ""experiment""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Исследовательская деятельность,Исследования,,,,C,Описание / Description,"""research"" or ""исследование"" or  ""research"" or ""исследование"" or  ""research in the humanities"" or ""исследования в гуманитарных науках"" or  ""research in the humanities"" or ""исследования в гуманитарных науках"" or  ""Корпусный метод в гуманитарных исследованиях"" or ""corpus method in the humanities""
or
""Корпусный метод"" or ""corpus method""
or
""Метод корпусов"" or  ""качественное исследование"" or ""qualitative research"" or  ""количественнное исследование"" or ""quantitative reseach"" or  ""Translational research"" or ""междисциплинарное научное исследование""
or phrase(3,междисциплинаный, исследование) or  ""basic science"" or ""Фундаментальная наука"" 
or ""fundamental research""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Исследовательская деятельность,Исследования,Исследование,,,?,Описание / Description,"""research"" or ""исследование""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Исследовательская деятельность,Исследования,Исследования в гуманитарных науках,,,C,Описание / Description,"""research in the humanities"" or ""исследования в гуманитарных науках"" or  ""research in the humanities"" or ""исследования в гуманитарных науках"" or  ""Корпусный метод в гуманитарных исследованиях"" or ""corpus method in the humanities""
or
""Корпусный метод"" or ""corpus method""
or
""Метод корпусов""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Исследовательская деятельность,Исследования,Исследования в гуманитарных науках,Корпусный метод в гуманитарных исследованиях,,?,Описание / Description,"""Корпусный метод в гуманитарных исследованиях"" or ""corpus method in the humanities""
or
""Корпусный метод"" or ""corpus method""
or
""Метод корпусов""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Исследовательская деятельность,Исследования,Качественные исследования,,,?,Описание / Description,"""качественное исследование"" or ""qualitative research""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Исследовательская деятельность,Исследования,Количественнные исследования,,,?,Описание / Description,"""количественнное исследование"" or ""quantitative reseach""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Исследовательская деятельность,Исследования,Междисциплинарное научное исследование,,,?,Описание / Description,"""Translational research"" or ""междисциплинарное научное исследование""
or phrase(3,междисциплинаный, исследование)",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Исследовательская деятельность,Исследования,Фундаментальные исследования,,,?,Описание / Description,"""basic science"" or ""Фундаментальная наука"" 
or ""fundamental research""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Исследовательская деятельность,Методы исследования,,,,C,Описание / Description,"""research methods"" 
or ""методы исследования"" 
or ""Research-Methods"" 
or phrase(2,singleroot(постановка) or singleroot(формулировать) or singleroot(выдвинуть), гипотеза) 
or ""Study design: планирование исследования и эксперимента""
or snear(3, singleroot(планировать), исследование or эксперимент)
or ""study and research design"" or  ""интервью"" or ""interview"" or  ""фокус-группа"" or ""focus group method"" or ""focus-group method"" or  ""research methods"" 
or phrase(3,метод, исследование) 
or ""Research-Methods"" or  ""моделирование"" or ""modeling"" or  ""наблюдение"" or ""observation"" or  ""опрос"" or ""survey"" or  ""эксперимент"" or ""experiment""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Исследовательская деятельность,Методы исследования,Интервью,,,?,Описание / Description,"""интервью"" or ""interview""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Исследовательская деятельность,Методы исследования,Метод фокус-групп,,,?,Описание / Description,"""фокус-группа"" or ""focus group method"" or ""focus-group method""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Исследовательская деятельность,Методы исследования,Моделирование,,,?,Описание / Description,"""моделирование"" or ""modeling""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Исследовательская деятельность,Методы исследования,Наблюдение,,,?,Описание / Description,"""наблюдение"" or ""observation""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Исследовательская деятельность,Методы исследования,Опрос,,,?,Описание / Description,"""опрос"" or ""survey""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Исследовательская деятельность,Методы исследования,Эксперимент,,,?,Описание / Description,"""эксперимент"" or ""experiment""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Кадровая служба,,,,,C,Описание / Description,"""Кадровая служба"" or HR or ""Human resource"" or ""человеческий ресурс""
or phrase(3,Подбор or поиск, кадр or сотрудник) or  phrase(3,Подбор or поиск, кадр or сотрудник)",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Кадровая служба,Подбор кадров,,,,?,Описание / Description,"phrase(3,Подбор or поиск, кадр or сотрудник)",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Междисциплинарность,,,,,C,Описание / Description,"orn(""Междисциплинарность"", междисциплинарный, ""object-oriented исследования"", ""объектно ориентированные исследования""
, sentence(""гуманитарного знания"", ""технологическим развитием""))
or
""Interdisciplinarity"" or ""interdisciplinary studies"" or  orn(""Междисциплинарные object-oriented исследования"" or ""interdisciplinary object-oriented research""
, ""object-oriented исследования""
, ""объектно ориентированные исследования"") or  ""Понимание междисциплинарных взаимосвязей"" 
or ""understanding of interdisciplinary linkages"" or  ""Развитие цифровых компетенций (в междисциплинарном залоге)"" 
or ""development of digital competence (within interdisciplinary)""
or snear (3,развитие, цифровой, компетенция) or  ""сочетание гуманитарного и технологического в образовании"" 
or ""combination of humanities and technology in education""
or
sentence(""гуманитарного знания"", ""технологическим развитием"")",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Междисциплинарность,Междисциплинарные object-oriented исследования,,,,?,Описание / Description,"orn(""Междисциплинарные object-oriented исследования"" or ""interdisciplinary object-oriented research""
, ""object-oriented исследования""
, ""объектно ориентированные исследования"")",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Междисциплинарность,Понимание междисциплинарных взаимосвязей,,,,?,Описание / Description,"""Понимание междисциплинарных взаимосвязей"" 
or ""understanding of interdisciplinary linkages""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Междисциплинарность,Развитие цифровых компетенций (в междисциплинарном залоге),,,,?,Описание / Description,"""Развитие цифровых компетенций (в междисциплинарном залоге)"" 
or ""development of digital competence (within interdisciplinary)""
or snear (3,развитие, цифровой, компетенция)",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Междисциплинарность,Сочетание гуманитарного и технологического в образовании,,,,?,Описание / Description,"""сочетание гуманитарного и технологического в образовании"" 
or ""combination of humanities and technology in education""
or
sentence(""гуманитарного знания"", ""технологическим развитием"")",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Постановка цели,,,,,C,Описание / Description,"sentence(""формулировать"" or ""формулирование"", ""цель"")
or possible(""мотивация"", ""целеполагание"", ""мотивировать"")
or [OKR]  or ""Objectives and Key Results""
or phrase(2,""постановка целей"") 
or ""goal-setting"" or ""goal setting"" or phrase(2,""target"",""setting"") 
or phrase(2,""results"",""framework"") or phrase(3,""goal-setting"",""system"")
or ""Formulation of objectives"" or  phrase(3, дерево or древо, цель) or  sentence(""формулировать"" or ""формулирование"", ""цель"")
or possible(""мотивация"", ""целеполагание"", ""мотивировать"")
or [OKR]  or ""Objectives and Key Results""
or phrase(2,""постановка целей"") 
or ""goal-setting"" or ""goal setting"" or phrase(2,""target"",""setting"") 
or phrase(2,""results"",""framework"") or phrase(3,""goal-setting"",""system"")
or ""Formulation of objectives""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Постановка цели,Дерево целей,,,,?,Описание / Description,"phrase(3, дерево or древо, цель)",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Построение экосистем и сетевое взаимодействие,,,,,G,Описание / Description,"phrase(2, term(Построение)|образование|образовательный, экосистем or ""building ecosystems and networking"" or ""building ecosystems"" or ""ecosystem"")
or
phrase(3, singleroot(сетевое), singleroot(взаимодействие))
or стейкхолдеры or case(upper, [ДПО])
or ""социальная инжинерия""
or ""экосистема развития""
or ""Нормативно-правовое регулирование"" or сертификация
or phrase(экосистемное,  мышление|переход)
or phrase(экосистема, вуза|университета)
or phrase(формирование|развитие|""переход к""|формировать|формироваться|""переходить к""|развивать, экосистема, allow_punct:=no)
or экосистема or ""Технологические акселераторы""
or ""трансфер технологий""
or orn(""Социальная инженерия"", краудсорс, краудсорсинг, волонтерство, ""волонтерское движение"") or  ""Партнерские системы взаимодействия"" or ""Partnership and Interaction System""
or
sentence(singleroot(партнер), singleroot(взаимодействие))
or
phrase(0, потенциальный, партнер) or  ""Взаимодейстие с крупными корпорациями"" or ""interactions with large corporations"" or ""interactions with major corporations"" or  ""Международное взаимодействие"" or ""international interactions"" or  ""Партнерство образовательных организаций с бизнесом"" or ""partnership between business and higher education"" or  ""Партнерство с вузами и межвузовское взаимодействие"" or ""partnership and cooperation in higher education institutions""
or ""межвузовское взаимодействие""
or phrase(партнерство|взаимодействие, optional(между), вузов|университетов, not([с])) or  ""Связи с государственными органами"" or ""communications with public authorities""
or
""Связи с Гос Органами"" or  ""Связи со СМИ и медиа"" or ""media communications"" or  ""Техноброкерство"" or ""technology brokering"" or  phrase(2,""построение"" or ""создание"",""сообщество"" or ""комьюнити"" or ""коммьюнити"") 
or near(2,""community"",""building"") 
or ""community-building"" or  ""создание развивающей среды"" or ""развивающая среда"" or ""creating development environment"" or  snear(5, Экосистема, singleroot(развитие), региона) or ""development of a regional ecosystem""
or
snear(5, Экосистема, региона)
 or  ""Экосистемы ключевых стейкхолдеров образования"" or ""ecosystem of key stakeholders in education""
or
sentence( взаимодействие|партнерство|сотрудничество, вуз| образование|образовательный|университет, стейкхолдер|стейкхолдеры)
or [ДПО]
or ""stakeholder"" or  ""Экосистемы вокруг ДПО"" or sentence(Экосистемы,ДПО) or ""further education ecosystem""
or phrase(5, orn(проектирование, создание,""вывод на рынок"", продвижение, продажа,""формулировать УТП""), [ДПО]) or  ""Экосистемы подготовки кадров"" or ""ecosystem of training""
or
""training"" or  orn([Экосистемы развития и внедрения технологических инноваций] or ""ecosystems of development and implementaion of technological innovations""
, ""развитие регионов"", ""целевые программы"", "" политики университетов"", ""проект наука""
, phrase(""стратегия развития"", not(""интернет-активов""))
, ""образование и наука""
, phrase(направления|программы, развития, вузов|университета)
, ""реализации национальных проектов""
, sentence(phrase(""университет"", not(""20.35"")), регион)
, sentence(""национальный проект""|нацпроект|""нац проект"", вуз|университет)
, ""Технологические акселераторы"", сертификация
, ""трансфер технологий""
) or  ""Технологические акселераторы"" or ""tech accelerator"" or  ""Экосистема трансфера технологий"" or ""ecosystem of technology transfer""
 or ""трансфер технологий"" or ""technology transfer"" or ""transfer of technology"" or  ""Экосистемы внедрения новых источников энергии"" or ""ecosystems of implementaion of new sources of energy""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Построение экосистем и сетевое взаимодействие,Партнерские системы взаимодействия,,,,C,Описание / Description,"""Партнерские системы взаимодействия"" or ""Partnership and Interaction System""
or
sentence(singleroot(партнер), singleroot(взаимодействие))
or
phrase(0, потенциальный, партнер) or  ""Взаимодейстие с крупными корпорациями"" or ""interactions with large corporations"" or ""interactions with major corporations"" or  ""Международное взаимодействие"" or ""international interactions"" or  ""Партнерство образовательных организаций с бизнесом"" or ""partnership between business and higher education"" or  ""Партнерство с вузами и межвузовское взаимодействие"" or ""partnership and cooperation in higher education institutions""
or ""межвузовское взаимодействие""
or phrase(партнерство|взаимодействие, optional(между), вузов|университетов, not([с])) or  ""Связи с государственными органами"" or ""communications with public authorities""
or
""Связи с Гос Органами"" or  ""Связи со СМИ и медиа"" or ""media communications"" or  ""Техноброкерство"" or ""technology brokering""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Построение экосистем и сетевое взаимодействие,Партнерские системы взаимодействия,Взаимодейстие с крупными корпорациями,,,?,Описание / Description,"""Взаимодейстие с крупными корпорациями"" or ""interactions with large corporations"" or ""interactions with major corporations""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Построение экосистем и сетевое взаимодействие,Партнерские системы взаимодействия,Международное взаимодействие,,,?,Описание / Description,"""Международное взаимодействие"" or ""international interactions""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Построение экосистем и сетевое взаимодействие,Партнерские системы взаимодействия,Партнерство образовательных организаций с бизнесом,,,?,Описание / Description,"""Партнерство образовательных организаций с бизнесом"" or ""partnership between business and higher education""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Построение экосистем и сетевое взаимодействие,Партнерские системы взаимодействия,Партнерство с вузами и межвузовское взаимодействие,,,?,Описание / Description,"""Партнерство с вузами и межвузовское взаимодействие"" or ""partnership and cooperation in higher education institutions""
or ""межвузовское взаимодействие""
or phrase(партнерство|взаимодействие, optional(между), вузов|университетов, not([с]))",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Построение экосистем и сетевое взаимодействие,Партнерские системы взаимодействия,Связи с государственными органами,,,?,Описание / Description,"""Связи с государственными органами"" or ""communications with public authorities""
or
""Связи с Гос Органами""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Построение экосистем и сетевое взаимодействие,Партнерские системы взаимодействия,Связи со СМИ и медиа,,,?,Описание / Description,"""Связи со СМИ и медиа"" or ""media communications""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Построение экосистем и сетевое взаимодействие,Партнерские системы взаимодействия,Техноброкерство,,,?,Описание / Description,"""Техноброкерство"" or ""technology brokering""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Построение экосистем и сетевое взаимодействие,Построение сообществ,,,,?,Описание / Description,"phrase(2,""построение"" or ""создание"",""сообщество"" or ""комьюнити"" or ""коммьюнити"") 
or near(2,""community"",""building"") 
or ""community-building""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Построение экосистем и сетевое взаимодействие,Создание развивающей среды,,,,?,Описание / Description,"""создание развивающей среды"" or ""развивающая среда"" or ""creating development environment""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Построение экосистем и сетевое взаимодействие,Экосистема развития региона,,,,?,Описание / Description,"snear(5, Экосистема, singleroot(развитие), региона) or ""development of a regional ecosystem""
or
snear(5, Экосистема, региона)
",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Построение экосистем и сетевое взаимодействие,Экосистемы ключевых стейкхолдеров образования,,,,C,Описание / Description,"""Экосистемы ключевых стейкхолдеров образования"" or ""ecosystem of key stakeholders in education""
or
sentence( взаимодействие|партнерство|сотрудничество, вуз| образование|образовательный|университет, стейкхолдер|стейкхолдеры)
or [ДПО]
or ""stakeholder"" or  ""Экосистемы вокруг ДПО"" or sentence(Экосистемы,ДПО) or ""further education ecosystem""
or phrase(5, orn(проектирование, создание,""вывод на рынок"", продвижение, продажа,""формулировать УТП""), [ДПО])",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Построение экосистем и сетевое взаимодействие,Экосистемы ключевых стейкхолдеров образования,Экосистемы вокруг ДПО,,,?,Описание / Description,"""Экосистемы вокруг ДПО"" or sentence(Экосистемы,ДПО) or ""further education ecosystem""
or phrase(5, orn(проектирование, создание,""вывод на рынок"", продвижение, продажа,""формулировать УТП""), [ДПО])",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Построение экосистем и сетевое взаимодействие,Экосистемы подготовки кадров,,,,?,Описание / Description,"""Экосистемы подготовки кадров"" or ""ecosystem of training""
or
""training""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Построение экосистем и сетевое взаимодействие,Экосистемы развития и внедрения технологических инноваций,,,,C,Описание / Description,"orn([Экосистемы развития и внедрения технологических инноваций] or ""ecosystems of development and implementaion of technological innovations""
, ""развитие регионов"", ""целевые программы"", "" политики университетов"", ""проект наука""
, phrase(""стратегия развития"", not(""интернет-активов""))
, ""образование и наука""
, phrase(направления|программы, развития, вузов|университета)
, ""реализации национальных проектов""
, sentence(phrase(""университет"", not(""20.35"")), регион)
, sentence(""национальный проект""|нацпроект|""нац проект"", вуз|университет)
, ""Технологические акселераторы"", сертификация
, ""трансфер технологий""
) or  ""Технологические акселераторы"" or ""tech accelerator"" or  ""Экосистема трансфера технологий"" or ""ecosystem of technology transfer""
 or ""трансфер технологий"" or ""technology transfer"" or ""transfer of technology"" or  ""Экосистемы внедрения новых источников энергии"" or ""ecosystems of implementaion of new sources of energy""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Построение экосистем и сетевое взаимодействие,Экосистемы развития и внедрения технологических инноваций,Технологические акселераторы,,,?,Описание / Description,"""Технологические акселераторы"" or ""tech accelerator""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Построение экосистем и сетевое взаимодействие,Экосистемы развития и внедрения технологических инноваций,Экосистема трансфера технологий,,,?,Описание / Description,"""Экосистема трансфера технологий"" or ""ecosystem of technology transfer""
 or ""трансфер технологий"" or ""technology transfer"" or ""transfer of technology""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Построение экосистем и сетевое взаимодействие,Экосистемы развития и внедрения технологических инноваций,Экосистемы внедрения новых источников энергии,,,?,Описание / Description,"""Экосистемы внедрения новых источников энергии"" or ""ecosystems of implementaion of new sources of energy""",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Статистика,,,,,C,Описание / Description,"""Статистика"" or ""Statistics""
or ""Статистические критерии""   or  ""Statistical criteria"" 
or ""Критерий Фишера""  or ""Fisher criterion"" 
or ""Критерий Хи-квадрат""  or ""Chi-square Criterion"" or  ""Статистические методы""     or ""Statistical methods"" or  phrase(2,""статистический"", ""анализ"") 
or phrase(3,""статистические"",""данные"") 
or phrase(""статистическая"",""информация"") 
or phrase(2,""корелляционный"" or ""регрессионный"",""анализ"") 
or phrase(2, ""statistical"", ""analysis"" or ""software"" or ""skills"")",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Статистика,Статистические методы,,,,C,Описание / Description,"""Статистические методы""     or ""Statistical methods"" or  phrase(2,""статистический"", ""анализ"") 
or phrase(3,""статистические"",""данные"") 
or phrase(""статистическая"",""информация"") 
or phrase(2,""корелляционный"" or ""регрессионный"",""анализ"") 
or phrase(2, ""statistical"", ""analysis"" or ""software"" or ""skills"")",,,0,pxm_001
Корневой узел,Области знаний,Междисциплинарные знания,Статистика,Статистические методы,Статистический анализ,,,?,Описание / Description,"phrase(2,""статистический"", ""анализ"") 
or phrase(3,""статистические"",""данные"") 
or phrase(""статистическая"",""информация"") 
or phrase(2,""корелляционный"" or ""регрессионный"",""анализ"") 
or phrase(2, ""statistical"", ""analysis"" or ""software"" or ""skills"")",,,0,pxm_001
